date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_cargo,portcalls,import_container,export_container
2023-09-17,2023,9,17,port1201,Singapore,Singapore,SGP,44,53,114,424600,770553
2023-09-18,2023,9,18,port1201,Singapore,Singapore,SGP,51,65,176,797566,544263
2023-09-19,2023,9,19,port1201,Singapore,Singapore,SGP,37,47,111,698216,525305
2023-09-20,2023,9,20,port1201,Singapore,Singapore,SGP,48,54,114,581149,657791
2023-09-21,2023,9,21,port1201,Singapore,Singapore,SGP,40,49,131,629026,371861
2023-09-22,2023,9,22,port1201,Singapore,Singapore,SGP,46,58,109,708983,732717
2023-09-23,2023,9,23,port1201,Singapore,Singapore,SGP,41,49,110,1003463,479040
2023-09-24,2023,9,24,port1201,Singapore,Singapore,SGP,41,52,120,604822,548442
2023-09-25,2023,9,25,port1201,Singapore,Singapore,SGP,42,55,128,543655,609777
2023-09-26,2023,9,26,port1201,Singapore,Singapore,SGP,43,49,108,322631,645419
2023-09-27,2023,9,27,port1201,Singapore,Singapore,SGP,42,52,128,693410,935524
2023-09-28,2023,9,28,port1201,Singapore,Singapore,SGP,40,53,120,845219,408211
2023-09-29,2023,9,29,port1201,Singapore,Singapore,SGP,41,51,117,655405,549232
2023-09-30,2023,9,30,port1201,Singapore,Singapore,SGP,46,53,127,471276,547971
2023-10-01,2023,10,1,port1201,Singapore,Singapore,SGP,45,54,120,884929,694492
2023-10-02,2023,10,2,port1201,Singapore,Singapore,SGP,45,60,149,491256,705920
2023-10-03,2023,10,3,port1201,Singapore,Singapore,SGP,39,46,122,922782,554811
2023-10-04,2023,10,4,port1201,Singapore,Singapore,SGP,41,49,126,934863,635795
2023-10-05,2023,10,5,port1201,Singapore,Singapore,SGP,31,42,105,183759,717169
2023-10-06,2023,10,6,port1201,Singapore,Singapore,SGP,40,51,118,803531,560308
2023-10-07,2023,10,7,port1201,Singapore,Singapore,SGP,45,50,119,600503,682982
2023-10-08,2023,10,8,port1201,Singapore,Singapore,SGP,47,56,116,570966,624449
2023-10-09,2023,10,9,port1201,Singapore,Singapore,SGP,45,57,136,522908,791194
2023-10-10,2023,10,10,port1201,Singapore,Singapore,SGP,37,48,121,711659,532792
2023-10-11,2023,10,11,port1201,Singapore,Singapore,SGP,36,45,107,287978,609074
2023-10-12,2023,10,12,port1201,Singapore,Singapore,SGP,39,52,137,1066170,595106
2023-10-13,2023,10,13,port1201,Singapore,Singapore,SGP,40,55,137,395873,718989
2023-10-14,2023,10,14,port1201,Singapore,Singapore,SGP,39,50,117,682623,636013
2023-10-15,2023,10,15,port1201,Singapore,Singapore,SGP,37,54,119,324928,766985
2023-10-16,2023,10,16,port1201,Singapore,Singapore,SGP,45,60,145,548741,790489
2023-10-17,2023,10,17,port1201,Singapore,Singapore,SGP,40,49,125,661638,507859
2023-10-18,2023,10,18,port1201,Singapore,Singapore,SGP,34,41,111,669415,441721
2023-10-19,2023,10,19,port1201,Singapore,Singapore,SGP,39,52,131,447461,957298
2023-10-20,2023,10,20,port1201,Singapore,Singapore,SGP,47,57,129,552986,569393
2023-10-21,2023,10,21,port1201,Singapore,Singapore,SGP,39,49,115,744494,497153
2023-10-22,2023,10,22,port1201,Singapore,Singapore,SGP,37,54,123,584406,382508
2023-10-23,2023,10,23,port1201,Singapore,Singapore,SGP,37,54,120,398419,525492
2023-10-24,2023,10,24,port1201,Singapore,Singapore,SGP,43,54,127,601043,609600
2023-10-25,2023,10,25,port1201,Singapore,Singapore,SGP,43,60,130,916005,590182
2023-10-26,2023,10,26,port1201,Singapore,Singapore,SGP,31,39,113,636382,580404
2023-10-27,2023,10,27,port1201,Singapore,Singapore,SGP,39,44,104,581471,583246
2023-10-28,2023,10,28,port1201,Singapore,Singapore,SGP,44,54,128,499224,758516
2023-10-29,2023,10,29,port1201,Singapore,Singapore,SGP,34,46,125,482722,505242
2023-10-30,2023,10,30,port1201,Singapore,Singapore,SGP,39,52,118,999528,407294
2023-10-31,2023,10,31,port1201,Singapore,Singapore,SGP,49,61,139,630185,1012643
2023-11-01,2023,11,1,port1201,Singapore,Singapore,SGP,38,49,125,417015,904856
2023-11-02,2023,11,2,port1201,Singapore,Singapore,SGP,41,53,121,867192,748914
2023-11-03,2023,11,3,port1201,Singapore,Singapore,SGP,39,50,120,886414,675737
2023-11-04,2023,11,4,port1201,Singapore,Singapore,SGP,43,53,108,699729,791343
2023-11-05,2023,11,5,port1201,Singapore,Singapore,SGP,37,47,112,377332,571971
2023-11-06,2023,11,6,port1201,Singapore,Singapore,SGP,41,53,145,446091,538996
2023-11-07,2023,11,7,port1201,Singapore,Singapore,SGP,48,57,128,818144,653765
2023-11-08,2023,11,8,port1201,Singapore,Singapore,SGP,41,60,144,549818,787018
2023-11-09,2023,11,9,port1201,Singapore,Singapore,SGP,45,55,125,608972,676778
2023-11-10,2023,11,10,port1201,Singapore,Singapore,SGP,42,54,126,803277,654218
2023-11-11,2023,11,11,port1201,Singapore,Singapore,SGP,39,52,117,897089,533449
2023-11-12,2023,11,12,port1201,Singapore,Singapore,SGP,43,53,115,966354,860848
2023-11-13,2023,11,13,port1201,Singapore,Singapore,SGP,44,54,133,378862,807100
2023-11-14,2023,11,14,port1201,Singapore,Singapore,SGP,40,46,121,606677,475949
2023-11-15,2023,11,15,port1201,Singapore,Singapore,SGP,44,49,104,794112,575787
2023-11-16,2023,11,16,port1201,Singapore,Singapore,SGP,35,46,139,475045,476875
2023-11-17,2023,11,17,port1201,Singapore,Singapore,SGP,48,63,140,392356,888480
2023-11-18,2023,11,18,port1201,Singapore,Singapore,SGP,37,43,109,637600,579484
2023-11-19,2023,11,19,port1201,Singapore,Singapore,SGP,43,54,118,1048584,354241
2023-11-20,2023,11,20,port1201,Singapore,Singapore,SGP,37,54,140,354785,526949
2023-11-21,2023,11,21,port1201,Singapore,Singapore,SGP,48,62,128,850401,604742
2023-11-22,2023,11,22,port1201,Singapore,Singapore,SGP,41,52,116,325171,898463
2023-11-23,2023,11,23,port1201,Singapore,Singapore,SGP,40,46,115,507099,781445
2023-11-24,2023,11,24,port1201,Singapore,Singapore,SGP,38,46,123,458634,610287
2023-11-25,2023,11,25,port1201,Singapore,Singapore,SGP,42,53,114,618374,940718
2023-11-26,2023,11,26,port1201,Singapore,Singapore,SGP,45,59,118,1163414,768277
2023-11-27,2023,11,27,port1201,Singapore,Singapore,SGP,38,47,139,841588,789338
2023-11-28,2023,11,28,port1201,Singapore,Singapore,SGP,37,42,114,668151,445474
2023-11-29,2023,11,29,port1201,Singapore,Singapore,SGP,37,50,121,592921,481146
2023-11-30,2023,11,30,port1201,Singapore,Singapore,SGP,39,50,96,612764,645615
2023-12-01,2023,12,1,port1201,Singapore,Singapore,SGP,40,52,126,595699,758170
2023-12-02,2023,12,2,port1201,Singapore,Singapore,SGP,41,54,112,551034,707560
2023-12-03,2023,12,3,port1201,Singapore,Singapore,SGP,37,46,108,975593,683707
2023-12-04,2023,12,4,port1201,Singapore,Singapore,SGP,44,57,157,547316,558110
2023-12-05,2023,12,5,port1201,Singapore,Singapore,SGP,50,59,140,713089,706964
2023-12-06,2023,12,6,port1201,Singapore,Singapore,SGP,44,51,111,276908,927417
2023-12-07,2023,12,7,port1201,Singapore,Singapore,SGP,46,60,129,538436,864057
2023-12-08,2023,12,8,port1201,Singapore,Singapore,SGP,37,50,123,748393,588256
2023-12-09,2023,12,9,port1201,Singapore,Singapore,SGP,46,64,129,330237,614076
2023-12-10,2023,12,10,port1201,Singapore,Singapore,SGP,46,55,116,772153,785193
2023-12-11,2023,12,11,port1201,Singapore,Singapore,SGP,40,55,153,495077,658471
2023-12-12,2023,12,12,port1201,Singapore,Singapore,SGP,40,49,111,820416,585115
2023-12-13,2023,12,13,port1201,Singapore,Singapore,SGP,47,55,130,1177034,808658
2023-12-14,2023,12,14,port1201,Singapore,Singapore,SGP,43,53,133,717114,621450
2023-12-15,2023,12,15,port1201,Singapore,Singapore,SGP,37,53,129,594688,542951
2023-12-16,2023,12,16,port1201,Singapore,Singapore,SGP,45,51,113,739739,627913
2023-12-17,2023,12,17,port1201,Singapore,Singapore,SGP,34,39,104,619223,441729
2023-12-18,2023,12,18,port1201,Singapore,Singapore,SGP,36,50,125,486282,533977
2023-12-19,2023,12,19,port1201,Singapore,Singapore,SGP,43,53,134,513195,809207
2023-12-20,2023,12,20,port1201,Singapore,Singapore,SGP,37,46,115,682249,552124
2023-12-21,2023,12,21,port1201,Singapore,Singapore,SGP,40,54,121,564025,691298
2023-12-22,2023,12,22,port1201,Singapore,Singapore,SGP,50,60,124,485050,941288
2023-12-23,2023,12,23,port1201,Singapore,Singapore,SGP,38,48,109,780445,703059
2023-12-24,2023,12,24,port1201,Singapore,Singapore,SGP,41,50,112,880833,529328
2023-12-25,2023,12,25,port1201,Singapore,Singapore,SGP,42,50,133,817525,879431
2023-12-26,2023,12,26,port1201,Singapore,Singapore,SGP,36,50,134,710048,515039
2023-12-27,2023,12,27,port1201,Singapore,Singapore,SGP,40,50,112,883636,653880
2023-12-28,2023,12,28,port1201,Singapore,Singapore,SGP,34,39,109,550274,485809
2023-12-29,2023,12,29,port1201,Singapore,Singapore,SGP,41,57,123,893893,1003067
2023-12-30,2023,12,30,port1201,Singapore,Singapore,SGP,36,47,117,712792,432910
2023-12-31,2023,12,31,port1201,Singapore,Singapore,SGP,32,41,99,537714,703722
2024-01-01,2024,1,1,port1201,Singapore,Singapore,SGP,42,49,142,613443,619587
2024-01-02,2024,1,2,port1201,Singapore,Singapore,SGP,36,51,122,384481,631780
2024-01-03,2024,1,3,port1201,Singapore,Singapore,SGP,45,54,135,686959,517329
2024-01-04,2024,1,4,port1201,Singapore,Singapore,SGP,47,57,135,811285,831146
2024-01-05,2024,1,5,port1201,Singapore,Singapore,SGP,37,48,124,478020,690166
2024-01-06,2024,1,6,port1201,Singapore,Singapore,SGP,37,43,114,413842,601385
2024-01-07,2024,1,7,port1201,Singapore,Singapore,SGP,39,44,103,420096,312886
2024-01-08,2024,1,8,port1201,Singapore,Singapore,SGP,46,63,158,421518,737213
2024-01-09,2024,1,9,port1201,Singapore,Singapore,SGP,40,47,119,887672,798926
2024-01-10,2024,1,10,port1201,Singapore,Singapore,SGP,40,52,115,299436,794869
2024-01-11,2024,1,11,port1201,Singapore,Singapore,SGP,38,52,126,841313,538897
2024-01-12,2024,1,12,port1201,Singapore,Singapore,SGP,40,50,121,693599,748267
2024-01-13,2024,1,13,port1201,Singapore,Singapore,SGP,30,38,89,784094,601622
2024-01-14,2024,1,14,port1201,Singapore,Singapore,SGP,38,49,109,736637,614688
2024-01-15,2024,1,15,port1201,Singapore,Singapore,SGP,47,62,166,865277,913367
2024-01-16,2024,1,16,port1201,Singapore,Singapore,SGP,41,49,119,1180689,521801
2024-01-17,2024,1,17,port1201,Singapore,Singapore,SGP,41,49,130,1000998,970005
2024-01-18,2024,1,18,port1201,Singapore,Singapore,SGP,51,66,137,790530,1126585
2024-01-19,2024,1,19,port1201,Singapore,Singapore,SGP,39,49,126,551683,673457
2024-01-20,2024,1,20,port1201,Singapore,Singapore,SGP,37,49,108,389837,748536
2024-01-21,2024,1,21,port1201,Singapore,Singapore,SGP,39,53,132,1182577,769600
2024-01-22,2024,1,22,port1201,Singapore,Singapore,SGP,35,46,120,544205,568444
2024-01-23,2024,1,23,port1201,Singapore,Singapore,SGP,40,54,116,723553,708429
2024-01-24,2024,1,24,port1201,Singapore,Singapore,SGP,39,48,130,544693,609020
2024-01-25,2024,1,25,port1201,Singapore,Singapore,SGP,39,50,113,729006,666549
2024-01-26,2024,1,26,port1201,Singapore,Singapore,SGP,47,59,131,357660,876922
2024-01-27,2024,1,27,port1201,Singapore,Singapore,SGP,39,50,123,849701,593904
2024-01-28,2024,1,28,port1201,Singapore,Singapore,SGP,41,53,116,584085,651831
2024-01-29,2024,1,29,port1201,Singapore,Singapore,SGP,42,53,145,391573,892150
2024-01-30,2024,1,30,port1201,Singapore,Singapore,SGP,39,47,115,793082,408625
2024-01-31,2024,1,31,port1201,Singapore,Singapore,SGP,29,34,106,587243,531783
2024-02-01,2024,2,1,port1201,Singapore,Singapore,SGP,39,51,141,1468879,412073
2024-02-02,2024,2,2,port1201,Singapore,Singapore,SGP,37,51,121,377630,658926
2024-02-03,2024,2,3,port1201,Singapore,Singapore,SGP,45,56,123,1081657,470316
2024-02-04,2024,2,4,port1201,Singapore,Singapore,SGP,34,48,118,205250,731797
2024-02-05,2024,2,5,port1201,Singapore,Singapore,SGP,40,57,152,636021,741601
2024-02-06,2024,2,6,port1201,Singapore,Singapore,SGP,43,53,125,388914,775853
2024-02-07,2024,2,7,port1201,Singapore,Singapore,SGP,38,44,113,293908,605734
2024-02-08,2024,2,8,port1201,Singapore,Singapore,SGP,38,46,120,790975,631940
2024-02-09,2024,2,9,port1201,Singapore,Singapore,SGP,35,47,120,518254,459111
2024-02-10,2024,2,10,port1201,Singapore,Singapore,SGP,38,49,123,331254,535740
2024-02-11,2024,2,11,port1201,Singapore,Singapore,SGP,39,44,104,409971,543594
2024-02-12,2024,2,12,port1201,Singapore,Singapore,SGP,36,48,132,890565,366871
2024-02-13,2024,2,13,port1201,Singapore,Singapore,SGP,39,47,125,1012237,215861
2024-02-14,2024,2,14,port1201,Singapore,Singapore,SGP,42,52,111,1053034,556501
2024-02-15,2024,2,15,port1201,Singapore,Singapore,SGP,43,53,137,447770,760724
2024-02-16,2024,2,16,port1201,Singapore,Singapore,SGP,41,52,128,727258,710818
2024-02-17,2024,2,17,port1201,Singapore,Singapore,SGP,40,49,120,644442,872612
2024-02-18,2024,2,18,port1201,Singapore,Singapore,SGP,35,45,120,595291,551774
2024-02-19,2024,2,19,port1201,Singapore,Singapore,SGP,36,49,146,732950,378966
2024-02-20,2024,2,20,port1201,Singapore,Singapore,SGP,41,49,123,564347,516130
2024-02-21,2024,2,21,port1201,Singapore,Singapore,SGP,36,41,112,607121,589881
2024-02-22,2024,2,22,port1201,Singapore,Singapore,SGP,43,55,126,654704,895681
2024-02-23,2024,2,23,port1201,Singapore,Singapore,SGP,31,40,102,505874,704103
2024-02-24,2024,2,24,port1201,Singapore,Singapore,SGP,44,56,150,674506,834697
2024-02-25,2024,2,25,port1201,Singapore,Singapore,SGP,42,49,128,580571,894579
2024-02-26,2024,2,26,port1201,Singapore,Singapore,SGP,43,56,143,242465,830985
2024-02-27,2024,2,27,port1201,Singapore,Singapore,SGP,43,57,127,616895,599804
2024-02-28,2024,2,28,port1201,Singapore,Singapore,SGP,37,50,133,337848,922534
2024-02-29,2024,2,29,port1201,Singapore,Singapore,SGP,35,40,118,549385,941059
2024-03-01,2024,3,1,port1201,Singapore,Singapore,SGP,36,44,108,247430,635849
2024-03-02,2024,3,2,port1201,Singapore,Singapore,SGP,39,50,112,701433,1012269
2024-03-03,2024,3,3,port1201,Singapore,Singapore,SGP,39,48,108,804364,498359
2024-03-04,2024,3,4,port1201,Singapore,Singapore,SGP,34,51,138,762093,274366
2024-03-05,2024,3,5,port1201,Singapore,Singapore,SGP,37,47,114,1365236,260116
2024-03-06,2024,3,6,port1201,Singapore,Singapore,SGP,36,50,128,727822,461067
2024-03-07,2024,3,7,port1201,Singapore,Singapore,SGP,44,63,139,715274,990336
2024-03-08,2024,3,8,port1201,Singapore,Singapore,SGP,35,44,109,757599,632756
2024-03-09,2024,3,9,port1201,Singapore,Singapore,SGP,42,53,119,561607,932596
2024-03-10,2024,3,10,port1201,Singapore,Singapore,SGP,42,50,109,434794,1005719
2024-03-11,2024,3,11,port1201,Singapore,Singapore,SGP,35,45,127,532569,727185
2024-03-12,2024,3,12,port1201,Singapore,Singapore,SGP,40,47,124,655808,714590
2024-03-13,2024,3,13,port1201,Singapore,Singapore,SGP,40,53,131,879679,585604
2024-03-14,2024,3,14,port1201,Singapore,Singapore,SGP,35,47,119,930140,641181
2024-03-15,2024,3,15,port1201,Singapore,Singapore,SGP,34,42,111,595761,639843
2024-03-16,2024,3,16,port1201,Singapore,Singapore,SGP,36,47,103,702782,987963
2024-03-17,2024,3,17,port1201,Singapore,Singapore,SGP,33,40,113,577504,745768
2024-03-18,2024,3,18,port1201,Singapore,Singapore,SGP,37,47,127,744159,456364
2024-03-19,2024,3,19,port1201,Singapore,Singapore,SGP,32,40,109,274978,519405
2024-03-20,2024,3,20,port1201,Singapore,Singapore,SGP,37,49,111,581401,836673
2024-03-21,2024,3,21,port1201,Singapore,Singapore,SGP,36,45,129,578765,870158
2024-03-22,2024,3,22,port1201,Singapore,Singapore,SGP,43,55,131,500671,822698
2024-03-23,2024,3,23,port1201,Singapore,Singapore,SGP,41,49,130,817163,561761
2024-03-24,2024,3,24,port1201,Singapore,Singapore,SGP,45,55,126,745018,849272
2024-03-25,2024,3,25,port1201,Singapore,Singapore,SGP,38,45,133,548279,965651
2024-03-26,2024,3,26,port1201,Singapore,Singapore,SGP,36,45,115,721998,385968
2024-03-27,2024,3,27,port1201,Singapore,Singapore,SGP,36,49,127,871040,644584
2024-03-28,2024,3,28,port1201,Singapore,Singapore,SGP,38,49,127,466039,690962
2024-03-29,2024,3,29,port1201,Singapore,Singapore,SGP,37,46,102,850813,386657
2024-03-30,2024,3,30,port1201,Singapore,Singapore,SGP,38,50,117,615505,640197
2024-03-31,2024,3,31,port1201,Singapore,Singapore,SGP,26,41,133,270606,285802
2024-04-01,2024,4,1,port1201,Singapore,Singapore,SGP,37,48,136,622756,760194
2024-04-02,2024,4,2,port1201,Singapore,Singapore,SGP,42,49,134,900718,510066
2024-04-03,2024,4,3,port1201,Singapore,Singapore,SGP,39,52,130,643269,647126
2024-04-04,2024,4,4,port1201,Singapore,Singapore,SGP,39,46,115,736459,512189
2024-04-05,2024,4,5,port1201,Singapore,Singapore,SGP,40,50,131,668136,650885
2024-04-06,2024,4,6,port1201,Singapore,Singapore,SGP,38,50,118,827357,503389
2024-04-07,2024,4,7,port1201,Singapore,Singapore,SGP,41,49,134,347551,992710
2024-04-08,2024,4,8,port1201,Singapore,Singapore,SGP,36,50,150,1016835,473626
2024-04-09,2024,4,9,port1201,Singapore,Singapore,SGP,42,56,127,683807,1461075
2024-04-10,2024,4,10,port1201,Singapore,Singapore,SGP,38,49,112,707602,719894
2024-04-11,2024,4,11,port1201,Singapore,Singapore,SGP,33,50,124,504661,544517
2024-04-12,2024,4,12,port1201,Singapore,Singapore,SGP,39,50,122,1190652,493091
2024-04-13,2024,4,13,port1201,Singapore,Singapore,SGP,31,36,109,710320,436215
2024-04-14,2024,4,14,port1201,Singapore,Singapore,SGP,39,47,111,796286,643505
2024-04-15,2024,4,15,port1201,Singapore,Singapore,SGP,36,51,161,400348,634933
2024-04-16,2024,4,16,port1201,Singapore,Singapore,SGP,42,49,116,848936,676799
2024-04-17,2024,4,17,port1201,Singapore,Singapore,SGP,31,37,118,1119850,700738
2024-04-18,2024,4,18,port1201,Singapore,Singapore,SGP,37,43,107,1197375,782025
2024-04-19,2024,4,19,port1201,Singapore,Singapore,SGP,34,43,118,278896,1040552
2024-04-20,2024,4,20,port1201,Singapore,Singapore,SGP,33,43,97,604567,550161
2024-04-21,2024,4,21,port1201,Singapore,Singapore,SGP,42,52,117,840823,702469
2024-04-22,2024,4,22,port1201,Singapore,Singapore,SGP,37,51,136,797579,666710
2024-04-23,2024,4,23,port1201,Singapore,Singapore,SGP,34,42,124,982388,766185
2024-04-24,2024,4,24,port1201,Singapore,Singapore,SGP,40,46,128,513176,942389
2024-04-25,2024,4,25,port1201,Singapore,Singapore,SGP,27,35,98,704856,650833
2024-04-26,2024,4,26,port1201,Singapore,Singapore,SGP,38,46,109,515167,582895
2024-04-27,2024,4,27,port1201,Singapore,Singapore,SGP,32,40,127,456775,752992
2024-04-28,2024,4,28,port1201,Singapore,Singapore,SGP,42,52,121,579646,712315
2024-04-29,2024,4,29,port1201,Singapore,Singapore,SGP,25,41,130,295320,749270
2024-04-30,2024,4,30,port1201,Singapore,Singapore,SGP,36,47,116,460025,643531
2024-05-01,2024,5,1,port1201,Singapore,Singapore,SGP,37,44,125,452335,661557
2024-05-02,2024,5,2,port1201,Singapore,Singapore,SGP,39,54,118,1046308,814491
2024-05-03,2024,5,3,port1201,Singapore,Singapore,SGP,33,46,122,514074,717207
2024-05-04,2024,5,4,port1201,Singapore,Singapore,SGP,34,43,104,1275632,480068
2024-05-05,2024,5,5,port1201,Singapore,Singapore,SGP,36,45,111,419044,730084
2024-05-06,2024,5,6,port1201,Singapore,Singapore,SGP,35,42,147,456654,689953
2024-05-07,2024,5,7,port1201,Singapore,Singapore,SGP,39,50,121,549753,619991
2024-05-08,2024,5,8,port1201,Singapore,Singapore,SGP,32,47,124,729063,509317
2024-05-09,2024,5,9,port1201,Singapore,Singapore,SGP,38,52,110,880556,653809
2024-05-10,2024,5,10,port1201,Singapore,Singapore,SGP,33,48,109,608969,698542
2024-05-11,2024,5,11,port1201,Singapore,Singapore,SGP,44,56,127,1161536,966525
2024-05-12,2024,5,12,port1201,Singapore,Singapore,SGP,30,43,125,1154957,513947
2024-05-13,2024,5,13,port1201,Singapore,Singapore,SGP,34,43,142,827307,538474
2024-05-14,2024,5,14,port1201,Singapore,Singapore,SGP,33,43,122,620886,713912
2024-05-15,2024,5,15,port1201,Singapore,Singapore,SGP,34,42,121,617236,524772
2024-05-16,2024,5,16,port1201,Singapore,Singapore,SGP,45,52,114,889389,1441469
2024-05-17,2024,5,17,port1201,Singapore,Singapore,SGP,33,45,117,734577,508507
2024-05-18,2024,5,18,port1201,Singapore,Singapore,SGP,33,40,121,544864,764444
2024-05-19,2024,5,19,port1201,Singapore,Singapore,SGP,39,48,125,766457,806286
2024-05-20,2024,5,20,port1201,Singapore,Singapore,SGP,33,44,122,384030,1093591
2024-05-21,2024,5,21,port1201,Singapore,Singapore,SGP,35,45,111,330606,594618
2024-05-22,2024,5,22,port1201,Singapore,Singapore,SGP,41,55,144,1508379,271478
2024-05-23,2024,5,23,port1201,Singapore,Singapore,SGP,33,45,118,539946,670271
2024-05-24,2024,5,24,port1201,Singapore,Singapore,SGP,36,46,122,747308,738180
2024-05-25,2024,5,25,port1201,Singapore,Singapore,SGP,42,51,134,398543,813770
2024-05-26,2024,5,26,port1201,Singapore,Singapore,SGP,35,45,103,210141,511439
2024-05-27,2024,5,27,port1201,Singapore,Singapore,SGP,35,47,132,672307,978420
2024-05-28,2024,5,28,port1201,Singapore,Singapore,SGP,44,52,129,1109455,830005
2024-05-29,2024,5,29,port1201,Singapore,Singapore,SGP,32,39,98,431577,717134
2024-05-30,2024,5,30,port1201,Singapore,Singapore,SGP,32,42,120,712485,650049
2024-05-31,2024,5,31,port1201,Singapore,Singapore,SGP,35,49,118,826660,911124
2024-06-01,2024,6,1,port1201,Singapore,Singapore,SGP,27,38,112,567110,432372
2024-06-02,2024,6,2,port1201,Singapore,Singapore,SGP,32,47,122,871923,247433
2024-06-03,2024,6,3,port1201,Singapore,Singapore,SGP,40,53,123,462923,866594
2024-06-04,2024,6,4,port1201,Singapore,Singapore,SGP,26,35,116,540917,345444
2024-06-05,2024,6,5,port1201,Singapore,Singapore,SGP,32,45,133,1279761,508867
2024-06-06,2024,6,6,port1201,Singapore,Singapore,SGP,28,38,107,462658,326953
2024-06-07,2024,6,7,port1201,Singapore,Singapore,SGP,32,44,111,523188,712020
2024-06-08,2024,6,8,port1201,Singapore,Singapore,SGP,39,54,118,457524,744389
2024-06-09,2024,6,9,port1201,Singapore,Singapore,SGP,32,47,110,384611,554678
2024-06-10,2024,6,10,port1201,Singapore,Singapore,SGP,31,52,144,562040,601210
2024-06-11,2024,6,11,port1201,Singapore,Singapore,SGP,38,47,115,538161,797774
2024-06-12,2024,6,12,port1201,Singapore,Singapore,SGP,24,32,107,690435,439274
2024-06-13,2024,6,13,port1201,Singapore,Singapore,SGP,35,46,123,534719,626124
2024-06-14,2024,6,14,port1201,Singapore,Singapore,SGP,33,49,117,676085,543260
2024-06-15,2024,6,15,port1201,Singapore,Singapore,SGP,31,41,110,434328,496754
2024-06-16,2024,6,16,port1201,Singapore,Singapore,SGP,35,43,113,827237,617081
2024-06-17,2024,6,17,port1201,Singapore,Singapore,SGP,40,52,133,638013,679046
2024-06-18,2024,6,18,port1201,Singapore,Singapore,SGP,41,55,126,1029535,910202
2024-06-19,2024,6,19,port1201,Singapore,Singapore,SGP,33,44,112,453779,603366
2024-06-20,2024,6,20,port1201,Singapore,Singapore,SGP,32,39,106,727001,511814
2024-06-21,2024,6,21,port1201,Singapore,Singapore,SGP,30,36,105,505832,820610
2024-06-22,2024,6,22,port1201,Singapore,Singapore,SGP,34,45,117,341028,605635
2024-06-23,2024,6,23,port1201,Singapore,Singapore,SGP,37,43,117,609195,874825
2024-06-24,2024,6,24,port1201,Singapore,Singapore,SGP,32,44,136,694259,714776
2024-06-25,2024,6,25,port1201,Singapore,Singapore,SGP,29,42,135,854769,468565
2024-06-26,2024,6,26,port1201,Singapore,Singapore,SGP,33,45,109,372929,769367
2024-06-27,2024,6,27,port1201,Singapore,Singapore,SGP,30,43,123,925128,593016
2024-06-28,2024,6,28,port1201,Singapore,Singapore,SGP,33,51,118,514154,832805
2024-06-29,2024,6,29,port1201,Singapore,Singapore,SGP,34,43,120,338812,648012
2024-06-30,2024,6,30,port1201,Singapore,Singapore,SGP,39,49,127,754885,892012
2024-07-01,2024,7,1,port1201,Singapore,Singapore,SGP,31,43,135,552023,792417
2024-07-02,2024,7,2,port1201,Singapore,Singapore,SGP,35,46,110,570898,334068
2024-07-03,2024,7,3,port1201,Singapore,Singapore,SGP,40,57,121,827615,896539
2024-07-04,2024,7,4,port1201,Singapore,Singapore,SGP,34,47,112,923666,534627
2024-07-05,2024,7,5,port1201,Singapore,Singapore,SGP,34,43,112,796760,762302
2024-07-06,2024,7,6,port1201,Singapore,Singapore,SGP,34,42,103,694184,432741
2024-07-07,2024,7,7,port1201,Singapore,Singapore,SGP,38,47,112,606733,711199
2024-07-08,2024,7,8,port1201,Singapore,Singapore,SGP,36,44,128,549642,449015
2024-07-09,2024,7,9,port1201,Singapore,Singapore,SGP,40,46,136,704020,622921
2024-07-10,2024,7,10,port1201,Singapore,Singapore,SGP,33,46,102,796966,651748
2024-07-11,2024,7,11,port1201,Singapore,Singapore,SGP,37,47,115,348781,1064884
2024-07-12,2024,7,12,port1201,Singapore,Singapore,SGP,38,47,122,802876,976346
2024-07-13,2024,7,13,port1201,Singapore,Singapore,SGP,31,41,109,518519,436464
2024-07-14,2024,7,14,port1201,Singapore,Singapore,SGP,35,48,122,836128,519559
2024-07-15,2024,7,15,port1201,Singapore,Singapore,SGP,37,50,132,987109,754232
2024-07-16,2024,7,16,port1201,Singapore,Singapore,SGP,36,49,119,727619,591312
2024-07-17,2024,7,17,port1201,Singapore,Singapore,SGP,36,42,111,869711,772428
2024-07-18,2024,7,18,port1201,Singapore,Singapore,SGP,41,50,117,891411,703444
2024-07-19,2024,7,19,port1201,Singapore,Singapore,SGP,41,54,115,456555,681379
2024-07-20,2024,7,20,port1201,Singapore,Singapore,SGP,30,40,105,366338,571125
2024-07-21,2024,7,21,port1201,Singapore,Singapore,SGP,30,39,96,554604,817751
2024-07-22,2024,7,22,port1201,Singapore,Singapore,SGP,40,50,125,1344971,472382
2024-07-23,2024,7,23,port1201,Singapore,Singapore,SGP,31,43,90,384784,536573
2024-07-24,2024,7,24,port1201,Singapore,Singapore,SGP,38,49,125,751019,919167
2024-07-25,2024,7,25,port1201,Singapore,Singapore,SGP,37,44,125,339979,1163750
2024-07-26,2024,7,26,port1201,Singapore,Singapore,SGP,33,51,121,433947,555924
2024-07-27,2024,7,27,port1201,Singapore,Singapore,SGP,36,48,114,717336,521221
2024-07-28,2024,7,28,port1201,Singapore,Singapore,SGP,35,44,93,440346,776636
