date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_cargo,portcalls,import_container,export_container
2022-11-05,2022,11,5,port1201,Singapore,Singapore,SGP,38,54,117,580627,491222
2022-11-06,2022,11,6,port1201,Singapore,Singapore,SGP,29,40,125,389618,389259
2022-11-07,2022,11,7,port1201,Singapore,Singapore,SGP,35,52,131,486595,788844
2022-11-08,2022,11,8,port1201,Singapore,Singapore,SGP,43,53,114,637279,479345
2022-11-09,2022,11,9,port1201,Singapore,Singapore,SGP,44,50,123,463988,719222
2022-11-10,2022,11,10,port1201,Singapore,Singapore,SGP,38,49,112,757268,591719
2022-11-11,2022,11,11,port1201,Singapore,Singapore,SGP,38,53,124,286128,689598
2022-11-12,2022,11,12,port1201,Singapore,Singapore,SGP,36,45,116,703370,606050
2022-11-13,2022,11,13,port1201,Singapore,Singapore,SGP,41,56,130,553485,642200
2022-11-14,2022,11,14,port1201,Singapore,Singapore,SGP,36,53,155,426022,582672
2022-11-15,2022,11,15,port1201,Singapore,Singapore,SGP,45,55,131,582220,569448
2022-11-16,2022,11,16,port1201,Singapore,Singapore,SGP,43,50,128,697286,575124
2022-11-17,2022,11,17,port1201,Singapore,Singapore,SGP,35,48,113,531210,578571
2022-11-18,2022,11,18,port1201,Singapore,Singapore,SGP,41,51,114,1160189,470099
2022-11-19,2022,11,19,port1201,Singapore,Singapore,SGP,43,51,113,464027,670159
2022-11-20,2022,11,20,port1201,Singapore,Singapore,SGP,41,53,105,884687,883951
2022-11-21,2022,11,21,port1201,Singapore,Singapore,SGP,39,55,149,331710,536946
2022-11-22,2022,11,22,port1201,Singapore,Singapore,SGP,43,54,117,355021,796943
2022-11-23,2022,11,23,port1201,Singapore,Singapore,SGP,45,52,120,676586,680801
2022-11-24,2022,11,24,port1201,Singapore,Singapore,SGP,42,58,134,501154,680411
2022-11-25,2022,11,25,port1201,Singapore,Singapore,SGP,41,52,131,783424,769551
2022-11-26,2022,11,26,port1201,Singapore,Singapore,SGP,34,51,132,272604,641364
2022-11-27,2022,11,27,port1201,Singapore,Singapore,SGP,34,44,122,433303,625779
2022-11-28,2022,11,28,port1201,Singapore,Singapore,SGP,38,56,138,566022,803334
2022-11-29,2022,11,29,port1201,Singapore,Singapore,SGP,40,51,117,512363,340476
2022-11-30,2022,11,30,port1201,Singapore,Singapore,SGP,43,53,125,665793,421774
2022-12-01,2022,12,1,port1201,Singapore,Singapore,SGP,39,48,134,662671,621263
2022-12-02,2022,12,2,port1201,Singapore,Singapore,SGP,45,58,122,825117,751551
2022-12-03,2022,12,3,port1201,Singapore,Singapore,SGP,43,47,118,315933,687454
2022-12-04,2022,12,4,port1201,Singapore,Singapore,SGP,29,38,94,326703,569011
2022-12-05,2022,12,5,port1201,Singapore,Singapore,SGP,46,62,147,721096,726690
2022-12-06,2022,12,6,port1201,Singapore,Singapore,SGP,43,57,126,603630,828609
2022-12-07,2022,12,7,port1201,Singapore,Singapore,SGP,42,56,130,667204,607668
2022-12-08,2022,12,8,port1201,Singapore,Singapore,SGP,49,61,120,1175631,713035
2022-12-09,2022,12,9,port1201,Singapore,Singapore,SGP,34,42,116,611887,685876
2022-12-10,2022,12,10,port1201,Singapore,Singapore,SGP,31,42,103,738414,422558
2022-12-11,2022,12,11,port1201,Singapore,Singapore,SGP,31,39,102,385835,849077
2022-12-12,2022,12,12,port1201,Singapore,Singapore,SGP,40,57,142,669916,681021
2022-12-13,2022,12,13,port1201,Singapore,Singapore,SGP,43,55,145,570483,905679
2022-12-14,2022,12,14,port1201,Singapore,Singapore,SGP,45,55,142,693435,637187
2022-12-15,2022,12,15,port1201,Singapore,Singapore,SGP,42,53,126,294834,760376
2022-12-16,2022,12,16,port1201,Singapore,Singapore,SGP,35,50,121,800382,470531
2022-12-17,2022,12,17,port1201,Singapore,Singapore,SGP,39,57,118,392680,710772
2022-12-18,2022,12,18,port1201,Singapore,Singapore,SGP,32,40,106,327771,707772
2022-12-19,2022,12,19,port1201,Singapore,Singapore,SGP,43,55,137,354294,947092
2022-12-20,2022,12,20,port1201,Singapore,Singapore,SGP,45,59,121,1082517,621093
2022-12-21,2022,12,21,port1201,Singapore,Singapore,SGP,38,50,109,664316,532001
2022-12-22,2022,12,22,port1201,Singapore,Singapore,SGP,42,54,125,787922,663772
2022-12-23,2022,12,23,port1201,Singapore,Singapore,SGP,39,53,113,608206,719114
2022-12-24,2022,12,24,port1201,Singapore,Singapore,SGP,28,44,121,415657,337518
2022-12-25,2022,12,25,port1201,Singapore,Singapore,SGP,34,42,110,495716,561838
2022-12-26,2022,12,26,port1201,Singapore,Singapore,SGP,37,56,135,684023,495697
2022-12-27,2022,12,27,port1201,Singapore,Singapore,SGP,34,51,109,664026,327773
2022-12-28,2022,12,28,port1201,Singapore,Singapore,SGP,42,57,133,811189,602570
2022-12-29,2022,12,29,port1201,Singapore,Singapore,SGP,43,53,110,768368,493089
2022-12-30,2022,12,30,port1201,Singapore,Singapore,SGP,44,53,125,745635,944515
2022-12-31,2022,12,31,port1201,Singapore,Singapore,SGP,46,51,120,915790,375298
2023-01-01,2023,1,1,port1201,Singapore,Singapore,SGP,31,40,110,339749,337419
2023-01-02,2023,1,2,port1201,Singapore,Singapore,SGP,36,52,140,447050,439435
2023-01-03,2023,1,3,port1201,Singapore,Singapore,SGP,45,60,125,337630,745838
2023-01-04,2023,1,4,port1201,Singapore,Singapore,SGP,45,58,123,677871,545269
2023-01-05,2023,1,5,port1201,Singapore,Singapore,SGP,44,53,139,818327,813933
2023-01-06,2023,1,6,port1201,Singapore,Singapore,SGP,33,45,109,148288,761669
2023-01-07,2023,1,7,port1201,Singapore,Singapore,SGP,38,49,121,593939,708411
2023-01-08,2023,1,8,port1201,Singapore,Singapore,SGP,40,54,113,816577,542233
2023-01-09,2023,1,9,port1201,Singapore,Singapore,SGP,35,51,140,535836,312145
2023-01-10,2023,1,10,port1201,Singapore,Singapore,SGP,48,58,144,764337,771684
2023-01-11,2023,1,11,port1201,Singapore,Singapore,SGP,41,58,123,444626,735942
2023-01-12,2023,1,12,port1201,Singapore,Singapore,SGP,43,54,130,330229,1004657
2023-01-13,2023,1,13,port1201,Singapore,Singapore,SGP,44,59,119,857410,960041
2023-01-14,2023,1,14,port1201,Singapore,Singapore,SGP,37,44,127,600093,497819
2023-01-15,2023,1,15,port1201,Singapore,Singapore,SGP,34,50,107,818664,490236
2023-01-16,2023,1,16,port1201,Singapore,Singapore,SGP,41,59,145,676913,850336
2023-01-17,2023,1,17,port1201,Singapore,Singapore,SGP,38,48,140,261900,417640
2023-01-18,2023,1,18,port1201,Singapore,Singapore,SGP,40,50,122,1017740,528880
2023-01-19,2023,1,19,port1201,Singapore,Singapore,SGP,41,51,121,759759,690089
2023-01-20,2023,1,20,port1201,Singapore,Singapore,SGP,44,55,113,321084,651570
2023-01-21,2023,1,21,port1201,Singapore,Singapore,SGP,41,48,100,569523,416220
2023-01-22,2023,1,22,port1201,Singapore,Singapore,SGP,36,42,101,570575,450632
2023-01-23,2023,1,23,port1201,Singapore,Singapore,SGP,40,47,115,727881,490565
2023-01-24,2023,1,24,port1201,Singapore,Singapore,SGP,41,53,144,600560,520200
2023-01-25,2023,1,25,port1201,Singapore,Singapore,SGP,47,59,131,389532,777828
2023-01-26,2023,1,26,port1201,Singapore,Singapore,SGP,38,52,113,426868,594451
2023-01-27,2023,1,27,port1201,Singapore,Singapore,SGP,40,51,124,546478,588310
2023-01-28,2023,1,28,port1201,Singapore,Singapore,SGP,39,50,106,670378,439091
2023-01-29,2023,1,29,port1201,Singapore,Singapore,SGP,34,49,136,585458,587891
2023-01-30,2023,1,30,port1201,Singapore,Singapore,SGP,42,56,133,565714,758100
2023-01-31,2023,1,31,port1201,Singapore,Singapore,SGP,44,53,117,1351202,370085
2023-02-01,2023,2,1,port1201,Singapore,Singapore,SGP,41,50,124,403197,560456
2023-02-02,2023,2,2,port1201,Singapore,Singapore,SGP,48,60,138,567400,676075
2023-02-03,2023,2,3,port1201,Singapore,Singapore,SGP,43,56,144,385508,772931
2023-02-04,2023,2,4,port1201,Singapore,Singapore,SGP,39,47,142,387627,771362
2023-02-05,2023,2,5,port1201,Singapore,Singapore,SGP,37,57,131,528599,887079
2023-02-06,2023,2,6,port1201,Singapore,Singapore,SGP,40,57,145,456818,541584
2023-02-07,2023,2,7,port1201,Singapore,Singapore,SGP,46,61,135,893745,685561
2023-02-08,2023,2,8,port1201,Singapore,Singapore,SGP,41,50,110,430815,484970
2023-02-09,2023,2,9,port1201,Singapore,Singapore,SGP,38,53,125,221841,755138
2023-02-10,2023,2,10,port1201,Singapore,Singapore,SGP,35,44,125,546415,214037
2023-02-11,2023,2,11,port1201,Singapore,Singapore,SGP,31,46,107,240395,453831
2023-02-12,2023,2,12,port1201,Singapore,Singapore,SGP,37,48,125,354476,515473
2023-02-13,2023,2,13,port1201,Singapore,Singapore,SGP,36,48,116,453079,482746
2023-02-14,2023,2,14,port1201,Singapore,Singapore,SGP,38,60,124,495869,420552
2023-02-15,2023,2,15,port1201,Singapore,Singapore,SGP,47,59,136,689719,300620
2023-02-16,2023,2,16,port1201,Singapore,Singapore,SGP,38,57,132,550634,423901
2023-02-17,2023,2,17,port1201,Singapore,Singapore,SGP,31,39,96,419196,800612
2023-02-18,2023,2,18,port1201,Singapore,Singapore,SGP,35,44,123,750693,510969
2023-02-19,2023,2,19,port1201,Singapore,Singapore,SGP,32,46,110,436291,520640
2023-02-20,2023,2,20,port1201,Singapore,Singapore,SGP,43,60,135,450901,605680
2023-02-21,2023,2,21,port1201,Singapore,Singapore,SGP,43,52,115,485547,431413
2023-02-22,2023,2,22,port1201,Singapore,Singapore,SGP,41,52,134,639607,510549
2023-02-23,2023,2,23,port1201,Singapore,Singapore,SGP,35,51,115,353408,706873
2023-02-24,2023,2,24,port1201,Singapore,Singapore,SGP,29,41,118,520531,326031
2023-02-25,2023,2,25,port1201,Singapore,Singapore,SGP,38,47,115,260226,708364
2023-02-26,2023,2,26,port1201,Singapore,Singapore,SGP,39,53,129,1034315,369431
2023-02-27,2023,2,27,port1201,Singapore,Singapore,SGP,41,60,136,808698,370666
2023-02-28,2023,2,28,port1201,Singapore,Singapore,SGP,37,48,113,254045,372727
2023-03-01,2023,3,1,port1201,Singapore,Singapore,SGP,43,49,134,1130041,452220
2023-03-02,2023,3,2,port1201,Singapore,Singapore,SGP,38,54,148,997639,533097
2023-03-03,2023,3,3,port1201,Singapore,Singapore,SGP,41,53,110,554134,700648
2023-03-04,2023,3,4,port1201,Singapore,Singapore,SGP,31,41,115,609590,395731
2023-03-05,2023,3,5,port1201,Singapore,Singapore,SGP,44,56,109,519524,854477
2023-03-06,2023,3,6,port1201,Singapore,Singapore,SGP,41,56,123,432248,882419
2023-03-07,2023,3,7,port1201,Singapore,Singapore,SGP,47,61,135,540877,637165
2023-03-08,2023,3,8,port1201,Singapore,Singapore,SGP,43,52,122,616063,591691
2023-03-09,2023,3,9,port1201,Singapore,Singapore,SGP,39,54,114,1180991,609186
2023-03-10,2023,3,10,port1201,Singapore,Singapore,SGP,37,46,124,292419,963771
2023-03-11,2023,3,11,port1201,Singapore,Singapore,SGP,39,48,113,910837,554630
2023-03-12,2023,3,12,port1201,Singapore,Singapore,SGP,37,48,101,330759,658108
2023-03-13,2023,3,13,port1201,Singapore,Singapore,SGP,48,64,159,871668,1120679
2023-03-14,2023,3,14,port1201,Singapore,Singapore,SGP,41,53,117,490430,929617
2023-03-15,2023,3,15,port1201,Singapore,Singapore,SGP,44,55,122,815986,524456
2023-03-16,2023,3,16,port1201,Singapore,Singapore,SGP,37,46,112,397634,809876
2023-03-17,2023,3,17,port1201,Singapore,Singapore,SGP,40,48,120,634295,647627
2023-03-18,2023,3,18,port1201,Singapore,Singapore,SGP,38,54,122,348934,938086
2023-03-19,2023,3,19,port1201,Singapore,Singapore,SGP,37,52,103,636692,514272
2023-03-20,2023,3,20,port1201,Singapore,Singapore,SGP,44,60,143,847732,1190431
2023-03-21,2023,3,21,port1201,Singapore,Singapore,SGP,34,50,125,1106240,607388
2023-03-22,2023,3,22,port1201,Singapore,Singapore,SGP,46,54,114,579367,463814
2023-03-23,2023,3,23,port1201,Singapore,Singapore,SGP,36,47,115,1019313,409065
2023-03-24,2023,3,24,port1201,Singapore,Singapore,SGP,42,52,111,859659,756667
2023-03-25,2023,3,25,port1201,Singapore,Singapore,SGP,41,59,132,756172,494589
2023-03-26,2023,3,26,port1201,Singapore,Singapore,SGP,40,50,106,339799,902852
2023-03-27,2023,3,27,port1201,Singapore,Singapore,SGP,35,49,127,471384,612480
2023-03-28,2023,3,28,port1201,Singapore,Singapore,SGP,45,58,131,587188,723617
2023-03-29,2023,3,29,port1201,Singapore,Singapore,SGP,45,52,118,654887,816210
2023-03-30,2023,3,30,port1201,Singapore,Singapore,SGP,43,54,123,806154,414227
2023-03-31,2023,3,31,port1201,Singapore,Singapore,SGP,36,52,132,582179,469634
2023-04-01,2023,4,1,port1201,Singapore,Singapore,SGP,44,56,121,396053,858736
2023-04-02,2023,4,2,port1201,Singapore,Singapore,SGP,40,56,144,423173,716904
2023-04-03,2023,4,3,port1201,Singapore,Singapore,SGP,44,58,142,567841,507673
2023-04-04,2023,4,4,port1201,Singapore,Singapore,SGP,38,50,130,670689,419305
2023-04-05,2023,4,5,port1201,Singapore,Singapore,SGP,39,53,128,530123,723052
2023-04-06,2023,4,6,port1201,Singapore,Singapore,SGP,42,53,125,905799,575441
2023-04-07,2023,4,7,port1201,Singapore,Singapore,SGP,41,55,135,676423,464770
2023-04-08,2023,4,8,port1201,Singapore,Singapore,SGP,43,58,113,672038,493818
2023-04-09,2023,4,9,port1201,Singapore,Singapore,SGP,44,56,134,693307,461874
2023-04-10,2023,4,10,port1201,Singapore,Singapore,SGP,31,44,117,748316,196731
2023-04-11,2023,4,11,port1201,Singapore,Singapore,SGP,48,59,130,530536,741322
2023-04-12,2023,4,12,port1201,Singapore,Singapore,SGP,41,50,132,674642,672248
2023-04-13,2023,4,13,port1201,Singapore,Singapore,SGP,36,49,114,669138,479252
2023-04-14,2023,4,14,port1201,Singapore,Singapore,SGP,37,46,131,512678,891528
2023-04-15,2023,4,15,port1201,Singapore,Singapore,SGP,41,50,121,293320,646815
2023-04-16,2023,4,16,port1201,Singapore,Singapore,SGP,39,54,124,1050471,595860
2023-04-17,2023,4,17,port1201,Singapore,Singapore,SGP,35,50,135,737872,541756
2023-04-18,2023,4,18,port1201,Singapore,Singapore,SGP,42,55,119,856983,664250
2023-04-19,2023,4,19,port1201,Singapore,Singapore,SGP,36,48,122,964503,432361
2023-04-20,2023,4,20,port1201,Singapore,Singapore,SGP,38,47,113,691067,536326
2023-04-21,2023,4,21,port1201,Singapore,Singapore,SGP,38,47,124,775097,411798
2023-04-22,2023,4,22,port1201,Singapore,Singapore,SGP,36,44,106,273885,731712
2023-04-23,2023,4,23,port1201,Singapore,Singapore,SGP,47,57,124,602707,731791
2023-04-24,2023,4,24,port1201,Singapore,Singapore,SGP,41,51,142,621515,706587
2023-04-25,2023,4,25,port1201,Singapore,Singapore,SGP,48,61,125,659726,939491
2023-04-26,2023,4,26,port1201,Singapore,Singapore,SGP,42,50,138,927567,716735
2023-04-27,2023,4,27,port1201,Singapore,Singapore,SGP,35,48,111,330708,826143
2023-04-28,2023,4,28,port1201,Singapore,Singapore,SGP,42,52,121,577416,1003005
2023-04-29,2023,4,29,port1201,Singapore,Singapore,SGP,43,54,128,431141,988195
2023-04-30,2023,4,30,port1201,Singapore,Singapore,SGP,44,58,137,330929,669318
2023-05-01,2023,5,1,port1201,Singapore,Singapore,SGP,43,51,139,961090,481731
2023-05-02,2023,5,2,port1201,Singapore,Singapore,SGP,46,53,126,774017,972749
2023-05-03,2023,5,3,port1201,Singapore,Singapore,SGP,42,47,118,267959,554024
2023-05-04,2023,5,4,port1201,Singapore,Singapore,SGP,42,54,114,901015,717752
2023-05-05,2023,5,5,port1201,Singapore,Singapore,SGP,36,49,118,989847,346609
2023-05-06,2023,5,6,port1201,Singapore,Singapore,SGP,36,43,120,491576,575014
2023-05-07,2023,5,7,port1201,Singapore,Singapore,SGP,51,64,138,855163,807997
2023-05-08,2023,5,8,port1201,Singapore,Singapore,SGP,41,59,148,398777,671157
2023-05-09,2023,5,9,port1201,Singapore,Singapore,SGP,43,57,133,668716,829609
2023-05-10,2023,5,10,port1201,Singapore,Singapore,SGP,47,58,123,261429,1045689
2023-05-11,2023,5,11,port1201,Singapore,Singapore,SGP,39,50,120,555884,545711
2023-05-12,2023,5,12,port1201,Singapore,Singapore,SGP,41,53,137,728718,829446
2023-05-13,2023,5,13,port1201,Singapore,Singapore,SGP,42,55,118,446451,817932
2023-05-14,2023,5,14,port1201,Singapore,Singapore,SGP,46,57,124,1418342,748145
2023-05-15,2023,5,15,port1201,Singapore,Singapore,SGP,40,60,140,495046,698794
2023-05-16,2023,5,16,port1201,Singapore,Singapore,SGP,43,54,117,503202,881280
2023-05-17,2023,5,17,port1201,Singapore,Singapore,SGP,39,46,112,420595,931179
2023-05-18,2023,5,18,port1201,Singapore,Singapore,SGP,36,51,135,467443,438184
2023-05-19,2023,5,19,port1201,Singapore,Singapore,SGP,46,55,125,804666,707306
2023-05-20,2023,5,20,port1201,Singapore,Singapore,SGP,39,51,133,549979,666573
2023-05-21,2023,5,21,port1201,Singapore,Singapore,SGP,37,46,109,908467,365056
2023-05-22,2023,5,22,port1201,Singapore,Singapore,SGP,41,58,145,708882,511360
2023-05-23,2023,5,23,port1201,Singapore,Singapore,SGP,52,67,140,577874,1041936
2023-05-24,2023,5,24,port1201,Singapore,Singapore,SGP,44,53,131,507606,761218
2023-05-25,2023,5,25,port1201,Singapore,Singapore,SGP,38,44,119,698398,494692
2023-05-26,2023,5,26,port1201,Singapore,Singapore,SGP,40,52,121,792710,506607
2023-05-27,2023,5,27,port1201,Singapore,Singapore,SGP,40,51,121,541133,816918
2023-05-28,2023,5,28,port1201,Singapore,Singapore,SGP,42,51,115,851497,567181
2023-05-29,2023,5,29,port1201,Singapore,Singapore,SGP,49,64,153,1126004,869329
2023-05-30,2023,5,30,port1201,Singapore,Singapore,SGP,41,54,133,847847,800951
2023-05-31,2023,5,31,port1201,Singapore,Singapore,SGP,32,44,116,562632,339409
2023-06-01,2023,6,1,port1201,Singapore,Singapore,SGP,43,48,119,1034563,884998
2023-06-02,2023,6,2,port1201,Singapore,Singapore,SGP,40,48,120,720258,574611
2023-06-03,2023,6,3,port1201,Singapore,Singapore,SGP,34,45,109,293398,430417
2023-06-04,2023,6,4,port1201,Singapore,Singapore,SGP,44,51,121,1145301,669166
2023-06-05,2023,6,5,port1201,Singapore,Singapore,SGP,45,61,153,928983,787037
2023-06-06,2023,6,6,port1201,Singapore,Singapore,SGP,36,50,120,493896,674311
2023-06-07,2023,6,7,port1201,Singapore,Singapore,SGP,37,50,122,612716,603159
2023-06-08,2023,6,8,port1201,Singapore,Singapore,SGP,35,45,124,463567,633944
2023-06-09,2023,6,9,port1201,Singapore,Singapore,SGP,35,46,109,429967,698147
2023-06-10,2023,6,10,port1201,Singapore,Singapore,SGP,38,47,129,253987,676764
2023-06-11,2023,6,11,port1201,Singapore,Singapore,SGP,44,60,122,1121993,535636
2023-06-12,2023,6,12,port1201,Singapore,Singapore,SGP,39,53,138,524430,574947
2023-06-13,2023,6,13,port1201,Singapore,Singapore,SGP,48,62,137,243393,883126
2023-06-14,2023,6,14,port1201,Singapore,Singapore,SGP,47,57,133,812987,609335
2023-06-15,2023,6,15,port1201,Singapore,Singapore,SGP,42,52,117,644716,681083
2023-06-16,2023,6,16,port1201,Singapore,Singapore,SGP,43,56,137,403189,926958
2023-06-17,2023,6,17,port1201,Singapore,Singapore,SGP,45,55,118,819269,570490
2023-06-18,2023,6,18,port1201,Singapore,Singapore,SGP,39,46,118,462791,524147
2023-06-19,2023,6,19,port1201,Singapore,Singapore,SGP,41,50,132,891210,775363
2023-06-20,2023,6,20,port1201,Singapore,Singapore,SGP,41,52,117,559773,795723
2023-06-21,2023,6,21,port1201,Singapore,Singapore,SGP,51,59,130,1008325,693314
2023-06-22,2023,6,22,port1201,Singapore,Singapore,SGP,32,46,120,407199,884557
2023-06-23,2023,6,23,port1201,Singapore,Singapore,SGP,47,56,126,522358,772298
2023-06-24,2023,6,24,port1201,Singapore,Singapore,SGP,38,53,127,739262,437454
2023-06-25,2023,6,25,port1201,Singapore,Singapore,SGP,49,64,130,520586,807943
2023-06-26,2023,6,26,port1201,Singapore,Singapore,SGP,37,48,137,574011,796497
2023-06-27,2023,6,27,port1201,Singapore,Singapore,SGP,44,50,133,845101,652657
2023-06-28,2023,6,28,port1201,Singapore,Singapore,SGP,40,49,128,550186,591330
2023-06-29,2023,6,29,port1201,Singapore,Singapore,SGP,43,55,128,890318,775201
2023-06-30,2023,6,30,port1201,Singapore,Singapore,SGP,38,49,139,460303,430326
2023-07-01,2023,7,1,port1201,Singapore,Singapore,SGP,53,67,129,841856,576021
2023-07-02,2023,7,2,port1201,Singapore,Singapore,SGP,44,56,126,579057,559964
2023-07-03,2023,7,3,port1201,Singapore,Singapore,SGP,42,58,149,721237,698434
2023-07-04,2023,7,4,port1201,Singapore,Singapore,SGP,41,50,124,404186,1039787
2023-07-05,2023,7,5,port1201,Singapore,Singapore,SGP,39,46,105,975837,652359
2023-07-06,2023,7,6,port1201,Singapore,Singapore,SGP,41,50,114,568139,688753
2023-07-07,2023,7,7,port1201,Singapore,Singapore,SGP,41,57,140,598408,605789
2023-07-08,2023,7,8,port1201,Singapore,Singapore,SGP,50,65,125,1082205,818112
2023-07-09,2023,7,9,port1201,Singapore,Singapore,SGP,44,62,135,456400,778004
2023-07-10,2023,7,10,port1201,Singapore,Singapore,SGP,38,48,135,338499,619308
2023-07-11,2023,7,11,port1201,Singapore,Singapore,SGP,40,51,115,553139,610438
2023-07-12,2023,7,12,port1201,Singapore,Singapore,SGP,44,60,133,836491,604118
2023-07-13,2023,7,13,port1201,Singapore,Singapore,SGP,44,55,124,806645,603567
2023-07-14,2023,7,14,port1201,Singapore,Singapore,SGP,41,52,122,596853,680225
2023-07-15,2023,7,15,port1201,Singapore,Singapore,SGP,38,45,109,524827,586199
2023-07-16,2023,7,16,port1201,Singapore,Singapore,SGP,44,54,126,784682,907287
2023-07-17,2023,7,17,port1201,Singapore,Singapore,SGP,36,53,127,562316,542406
2023-07-18,2023,7,18,port1201,Singapore,Singapore,SGP,38,50,105,630615,814278
2023-07-19,2023,7,19,port1201,Singapore,Singapore,SGP,43,48,119,625027,781753
2023-07-20,2023,7,20,port1201,Singapore,Singapore,SGP,45,56,118,513209,708674
2023-07-21,2023,7,21,port1201,Singapore,Singapore,SGP,41,51,138,1008717,500812
2023-07-22,2023,7,22,port1201,Singapore,Singapore,SGP,35,45,111,261338,847914
2023-07-23,2023,7,23,port1201,Singapore,Singapore,SGP,42,52,124,775242,503143
2023-07-24,2023,7,24,port1201,Singapore,Singapore,SGP,45,55,146,331116,701794
2023-07-25,2023,7,25,port1201,Singapore,Singapore,SGP,44,56,107,825391,881106
2023-07-26,2023,7,26,port1201,Singapore,Singapore,SGP,40,53,128,595664,491313
2023-07-27,2023,7,27,port1201,Singapore,Singapore,SGP,46,55,133,625039,813999
2023-07-28,2023,7,28,port1201,Singapore,Singapore,SGP,44,58,130,1027542,512253
2023-07-29,2023,7,29,port1201,Singapore,Singapore,SGP,43,54,115,403149,675507
2023-07-30,2023,7,30,port1201,Singapore,Singapore,SGP,46,56,123,659639,931775
2023-07-31,2023,7,31,port1201,Singapore,Singapore,SGP,43,59,150,1079144,441781
2023-08-01,2023,8,1,port1201,Singapore,Singapore,SGP,38,48,105,283908,656013
2023-08-02,2023,8,2,port1201,Singapore,Singapore,SGP,38,46,114,1253302,415204
2023-08-03,2023,8,3,port1201,Singapore,Singapore,SGP,40,49,124,665498,650219
2023-08-04,2023,8,4,port1201,Singapore,Singapore,SGP,41,53,142,328087,590979
2023-08-05,2023,8,5,port1201,Singapore,Singapore,SGP,41,60,133,475049,689613
2023-08-06,2023,8,6,port1201,Singapore,Singapore,SGP,51,64,142,1004614,816804
2023-08-07,2023,8,7,port1201,Singapore,Singapore,SGP,39,51,143,325151,683727
2023-08-08,2023,8,8,port1201,Singapore,Singapore,SGP,44,55,98,826724,481956
2023-08-09,2023,8,9,port1201,Singapore,Singapore,SGP,40,46,118,353985,535640
2023-08-10,2023,8,10,port1201,Singapore,Singapore,SGP,43,51,123,452905,664762
2023-08-11,2023,8,11,port1201,Singapore,Singapore,SGP,45,57,117,736628,674817
2023-08-12,2023,8,12,port1201,Singapore,Singapore,SGP,41,56,114,282200,651483
2023-08-13,2023,8,13,port1201,Singapore,Singapore,SGP,38,54,121,944288,608825
2023-08-14,2023,8,14,port1201,Singapore,Singapore,SGP,38,48,129,708280,578283
2023-08-15,2023,8,15,port1201,Singapore,Singapore,SGP,44,53,135,515037,815070
2023-08-16,2023,8,16,port1201,Singapore,Singapore,SGP,37,47,117,550783,573239
2023-08-17,2023,8,17,port1201,Singapore,Singapore,SGP,37,50,109,643971,727678
2023-08-18,2023,8,18,port1201,Singapore,Singapore,SGP,48,61,137,729648,1071377
2023-08-19,2023,8,19,port1201,Singapore,Singapore,SGP,39,52,118,459727,477284
2023-08-20,2023,8,20,port1201,Singapore,Singapore,SGP,44,58,132,672294,761122
2023-08-21,2023,8,21,port1201,Singapore,Singapore,SGP,40,53,154,948369,541162
2023-08-22,2023,8,22,port1201,Singapore,Singapore,SGP,40,48,129,839856,740526
2023-08-23,2023,8,23,port1201,Singapore,Singapore,SGP,45,51,113,760163,422893
2023-08-24,2023,8,24,port1201,Singapore,Singapore,SGP,46,61,129,844831,526446
2023-08-25,2023,8,25,port1201,Singapore,Singapore,SGP,38,45,116,448660,720586
2023-08-26,2023,8,26,port1201,Singapore,Singapore,SGP,45,54,123,454422,794440
2023-08-27,2023,8,27,port1201,Singapore,Singapore,SGP,48,57,128,647011,788868
2023-08-28,2023,8,28,port1201,Singapore,Singapore,SGP,46,59,147,353938,974477
2023-08-29,2023,8,29,port1201,Singapore,Singapore,SGP,42,50,119,864937,585731
2023-08-30,2023,8,30,port1201,Singapore,Singapore,SGP,38,53,125,553765,579975
2023-08-31,2023,8,31,port1201,Singapore,Singapore,SGP,43,52,128,605005,629075
2023-09-01,2023,9,1,port1201,Singapore,Singapore,SGP,44,56,129,585920,637988
2023-09-02,2023,9,2,port1201,Singapore,Singapore,SGP,42,52,120,343167,878106
2023-09-03,2023,9,3,port1201,Singapore,Singapore,SGP,41,55,123,808631,597810
2023-09-04,2023,9,4,port1201,Singapore,Singapore,SGP,46,58,139,756844,587701
2023-09-05,2023,9,5,port1201,Singapore,Singapore,SGP,41,55,127,945827,531349
2023-09-06,2023,9,6,port1201,Singapore,Singapore,SGP,36,43,111,288874,599172
2023-09-07,2023,9,7,port1201,Singapore,Singapore,SGP,37,51,126,661507,765127
2023-09-08,2023,9,8,port1201,Singapore,Singapore,SGP,41,53,130,394152,798733
2023-09-09,2023,9,9,port1201,Singapore,Singapore,SGP,41,53,108,551735,740177
2023-09-10,2023,9,10,port1201,Singapore,Singapore,SGP,45,60,128,433752,872316
2023-09-11,2023,9,11,port1201,Singapore,Singapore,SGP,50,66,150,1021794,634956
2023-09-12,2023,9,12,port1201,Singapore,Singapore,SGP,45,55,119,423050,548231
2023-09-13,2023,9,13,port1201,Singapore,Singapore,SGP,40,52,116,538748,590858
2023-09-14,2023,9,14,port1201,Singapore,Singapore,SGP,41,50,121,870548,798587
2023-09-15,2023,9,15,port1201,Singapore,Singapore,SGP,40,52,127,476235,486457
2023-09-16,2023,9,16,port1201,Singapore,Singapore,SGP,45,57,116,354698,1077899
